miRNA,Target gene
hsa-miR-26b,FBXO11
hsa-miR-26b,CA2
hsa-miR-26b,RAB11FIP1
hsa-miR-26b,PMAIP1
hsa-miR-26b,DDX6
hsa-miR-26b,PPP3R1
hsa-miR-26b,SIRT4
hsa-miR-26b,TRIM65
hsa-miR-26b,TET3
hsa-miR-26b,SACS
hsa-miR-26b,SLC7A11
hsa-miR-26b,HICE1
hsa-miR-26b,MLL3
hsa-miR-26b,WDR42A
hsa-miR-26b,GSR
hsa-miR-26b,REEP3
hsa-miR-26b,RAP2C
hsa-miR-26b,MAT2A
hsa-miR-26b,C18orf25
hsa-miR-26b,ZNF238
hsa-miR-26b,SLC19A2
hsa-miR-26b,NIP7
hsa-miR-26b,BMPR2
hsa-miR-26b,RSRC2
hsa-miR-26b,G3BP2
hsa-miR-26b,GFOD1
hsa-miR-26b,CACNB4
hsa-miR-26b,RARS2
hsa-miR-26b,JARID2
hsa-miR-26b,ADM
hsa-miR-26b,VANGL2
hsa-miR-26b,ICMT
hsa-miR-26b,FAM136A
hsa-miR-26b,MCL1
hsa-miR-26b,FAM49B
hsa-miR-26b,SLC25A44
hsa-miR-26b,SSH2
hsa-miR-26b,COX-2
hsa-miR-26b,PTGS2
hsa-miR-26b,EPHA2
hsa-miR-26b,CDK6
hsa-miR-26b,CCNE1
hsa-miR-26b,ABCA1
hsa-miR-26b,ARL4C
hsa-miR-26b,GATA4
hsa-miR-26b,NR2C2
hsa-miR-26b,TAB1
hsa-miR-26b,EZH2
hsa-miR-26b,USP9X
hsa-miR-26b,CHORDC1
hsa-miR-26b,NAMPT
hsa-miR-26b,IGF1R
hsa-miR-26b,PTEN
hsa-miR-26b,RB1
hsa-miR-27a,MYT1
hsa-miR-27a,ZBTB10
hsa-miR-27a,PAX3
hsa-miR-27a,FIZ1
hsa-miR-27a,AMOTL2
hsa-miR-27a,PLAG1
hsa-miR-27a,ECT2
hsa-miR-27a,LIMA1
hsa-miR-27a,C6orf167
hsa-miR-27a,TERF2IP
hsa-miR-27a,DPY19L3
hsa-miR-27a,RNF182
hsa-miR-27a,FOXP4
hsa-miR-27a,KCTD14
hsa-miR-27a,SPATA13
hsa-miR-27a,ARL6IP1
hsa-miR-27a,C9orf23
hsa-miR-27a,PISD
hsa-miR-27a,TIAL1
hsa-miR-27a,SETD1B
hsa-miR-27a,RPS6KA5
hsa-miR-27a,TMEM30A
hsa-miR-27a,EIF2S2
hsa-miR-27a,STAU1
hsa-miR-27a,PJA2
hsa-miR-27a,GNB5
hsa-miR-27a,FAM49B
hsa-miR-27a,C6orf120
hsa-miR-27a,VPS35
hsa-miR-27a,DNAJC27
hsa-miR-27a,GNAS
hsa-miR-27a,MYO9A
hsa-miR-27a,AFF4
hsa-miR-27a,MIER3
hsa-miR-27a,ID4
hsa-miR-27a,HOXA10
hsa-miR-27a,TMTC3
hsa-miR-27a,GRWD1
hsa-miR-27a,GPT2
hsa-miR-27a,GPAM
hsa-miR-27a,MKNK2
hsa-miR-27a,USP25
hsa-miR-27a,CCDC52
hsa-miR-27a,INO80D
hsa-miR-27a,FAM69A
hsa-miR-27a,SETD7
hsa-miR-27a,LBR
hsa-miR-27a,LITAF
hsa-miR-27a,MBTD1
hsa-miR-27a,RMND5A
hsa-miR-27a,MKLN1
hsa-miR-27a,LYSMD3
hsa-miR-27a,C20orf177
hsa-miR-27a,ALDH9A1
hsa-miR-27a,TMEM170B
hsa-miR-27a,LMNB2
hsa-miR-27a,HOXC6
hsa-miR-27a,FAM108C1
hsa-miR-27a,ARL4C
hsa-miR-27a,C22orf30
hsa-miR-27a,ZNF800
hsa-miR-27a,LIFR
hsa-miR-27a,SUV420H1
hsa-miR-27a,ERalpha
hsa-miR-27a,p53
hsa-miR-27a,HIPK2
hsa-miR-27a,THRB
hsa-miR-27a,SPRY2
hsa-miR-27a,WEE1
hsa-miR-27a,APC
hsa-miR-27a,IGF1
hsa-miR-27a,Mstn
hsa-miR-27a,WDR77
hsa-miR-27a,ABCA1
hsa-miR-27a,PDS5B
hsa-miR-27a,NFE2L2
hsa-miR-27a,EGFR
hsa-miR-27a,SEMA6A
hsa-miR-27a,MET
hsa-miR-27a,CCND1
hsa-miR-27a,YWHAZ
hsa-miR-27a,SLC7A11
hsa-miR-27a,MAP2K4
hsa-miR-27a,PPARG
hsa-miR-27a,LDLR
hsa-miR-27a,PSAP
hsa-miR-27a,GATA2
hsa-miR-27a,IFNG
hsa-miR-27a,GRB2
hsa-miR-27a,SEMA7A
hsa-miR-27a,DPYD
hsa-miR-27a,KRAS
hsa-miR-27a,IFNR
hsa-miR-27a,PIK3CG
hsa-miR-27a*,MXI1
hsa-miR-27b,PAX3
hsa-miR-27b,PAX7
hsa-miR-27b,TROPT
hsa-miR-27b,ADORA2B
hsa-miR-27b,TRAPPC2P1
hsa-miR-27b,EDNRA
hsa-miR-27b,EYA4
hsa-miR-27b,WEE1
hsa-miR-27b,VDR
hsa-miR-27b,CYP3A4
hsa-miR-27b,CCNT1
hsa-miR-27b,KHSRP
hsa-miR-27b,SEMA6A
hsa-miR-27b,VEGFC
hsa-miR-27b,CREB1
hsa-miR-27b,ABCA1
hsa-miR-27b,PSAP
hsa-miR-27b,MFF
hsa-miR-27b,DPYD
hsa-miR-27b,SHC1
hsa-miR-27b,THBS2
hsa-miR-27b,THBS1
hsa-miR-27b,RET
hsa-miR-27b,PHB
hsa-miR-27b,CCNA2
hsa-miR-28-5p,CDKN1A
hsa-miR-28-5p,MPL
hsa-miR-28-5p,N4BP1
hsa-miR-28-5p,OTUB1
hsa-miR-28-5p,TEX261
hsa-miR-28-5p,MAPK1
hsa-miR-28-5p,E2F6
hsa-miR-28-5p,MAD2L1
hsa-miR-28-5p,BAG1
hsa-miR-28-5p,RAP1B
hsa-miR-28-5p,gag-pol
hsa-miR-296-5p,WNK4
hsa-miR-296-5p,HGS
hsa-miR-296-5p,SCRIB
hsa-miR-296-5p,IKBKE
hsa-miR-296-5p,BBC3
hsa-miR-296-5p,CDX1
hsa-miR-296-5p,PIN1
hsa-miR-296-5p,BCL2
hsa-miR-296-5p,BAX
hsa-miR-296-5p,ABCB1
hsa-miR-296-5p,CDKN1B
hsa-miR-296-5p,CCND1
hsa-miR-299-5p,CDKN1A
hsa-miR-299-5p,SPP1
hsa-miR-29a,MYCN
hsa-miR-29a,tropomyosin1
hsa-miR-29a,frizzledhomolog5
hsa-miR-29a,S100B
hsa-miR-29a,IMPDH1
hsa-miR-29a,GLUL
hsa-miR-29a,PPM1D
hsa-miR-29a,RAN
hsa-miR-29a,DKK1
hsa-miR-29a,KREMEN2
hsa-miR-29a,SFRP2
hsa-miR-29a,BCL2
hsa-miR-29a,COL4A1
hsa-miR-29a,COL4A2
hsa-miR-29a,ADAMTS9
hsa-miR-29a,FGG
hsa-miR-29a,FGA
hsa-miR-29a,FGB
hsa-miR-29a,LPL
hsa-miR-29a,CPEB3
hsa-miR-29a,CPEB4
hsa-miR-29a,ITGA11
hsa-miR-29a,SAPCD2
hsa-miR-29a,SERPINB9
hsa-miR-29a,DICER1
hsa-miR-29a,TNFAIP3
hsa-miR-29a,PPP1R13B
hsa-miR-29a,NAV3
hsa-miR-29a,PXDN
hsa-miR-29a,BCL7A
hsa-miR-29a,ITIH5
hsa-miR-29a,NASP
hsa-miR-29a,ABL1
hsa-miR-29a,HBP1
hsa-miR-29a,KLF4
hsa-miR-29a,CCNT2
hsa-miR-29a,TRIM68
hsa-miR-29a,TET1
hsa-miR-29a,TDG
hsa-miR-29a,CCND2
hsa-miR-29a,MMP2
hsa-miR-29a,VEGFA
hsa-miR-29a,VDAC1
hsa-miR-29a,AKT2
hsa-miR-29a,CDK2
hsa-miR-29a,PER1
hsa-miR-29a,FOXO3
hsa-miR-29a,CDC7
hsa-miR-29a,TRAF4
hsa-miR-29a,CALCR
hsa-miR-29a,CD93
hsa-miR-29a,NFIA
hsa-miR-29a,GPR85
hsa-miR-29a,SRGAP2
hsa-miR-29a,CEACAM6
hsa-miR-29a,CCND1
hsa-miR-29a,CDK4
hsa-miR-29a,RNASEL
hsa-miR-29a,TET3
hsa-miR-29a,TET2
hsa-miR-29a,IGF1
hsa-miR-29a,SERPINH1
hsa-miR-29a,LAMC2
hsa-miR-29a,ITGA6
hsa-miR-29a,DNMT1
hsa-miR-29a,COL5A2
hsa-miR-29a,COL10A1
hsa-miR-29a,FBN1
hsa-miR-29a,LOX
hsa-miR-29a,PDGFRB
hsa-miR-29b,IMPDH1
hsa-miR-29b,PTEN
hsa-miR-29b,MYCN
hsa-miR-29b,PGRN
hsa-miR-29b,S100B
hsa-miR-29b,VEGFA
hsa-miR-29b,ESR1
hsa-miR-29b,NCOA3
hsa-miR-29b,TET1
hsa-miR-29b,DNMT1
hsa-miR-29b,BCL2
hsa-miR-29b,Mmp15
hsa-miR-29b,MMP24
hsa-miR-29b,ADAM12
hsa-miR-29b,NID1
hsa-miR-29b,GRN
hsa-miR-29b,FGG
hsa-miR-29b,FGA
hsa-miR-29b,FGB
hsa-miR-29b,COL4A1
hsa-miR-29b,MMP2
hsa-miR-29b,HMGA2
hsa-miR-29b,TGFB2
hsa-miR-29b,TGFB1
hsa-miR-29b,BMP1
hsa-miR-29b,PPP1R13B
hsa-miR-29b,NASP
hsa-miR-29b,GSK3B
hsa-miR-29b,PIK3CG
hsa-miR-29b,NKIRAS2
hsa-miR-29b,RAX
hsa-miR-29b,TBX21
hsa-miR-29b,IFNG
hsa-miR-29b,HDAC4
hsa-miR-29b,CTNNBIP1
hsa-miR-29b,DUSP2
hsa-miR-29b,COL5A3
hsa-miR-29b,FOS
hsa-miR-29b,TDG
hsa-miR-29b,CCND2
hsa-miR-29b,SNAI3
hsa-miR-29b,AKT2
hsa-miR-29b,PER1
hsa-miR-29b,TET2
hsa-miR-29b,GATA3
hsa-miR-29b,TGFB3
hsa-miR-29b,PDGFRB
hsa-miR-29b,PDGFRA
hsa-miR-29b,PDGFC
hsa-miR-29b,PDGFB
hsa-miR-29b,PDGFA
hsa-miR-29b,MMP9
hsa-miR-29b,LOXL4
hsa-miR-29b,LOXL2
hsa-miR-29b,LOX
hsa-miR-29b,ITGB1
hsa-miR-29b,ITGA6
hsa-miR-29b,ANGPTL4
hsa-miR-29b,LAMC2
hsa-miR-29b,COL4A2
hsa-miR-29b,COL5A2
hsa-miR-29b,COL10A1
hsa-miR-29b,SPARC
hsa-miR-29b,FBN1
hsa-miR-29b,SERPINH1
hsa-miR-29b,IL32
hsa-miR-29c,SPARC
hsa-miR-29c,MYCN
hsa-miR-29c,BACE1
hsa-miR-29c,CDK6
hsa-miR-29c,PLAG1
hsa-miR-29c,ANKRD57
hsa-miR-29c,SPIN4
hsa-miR-29c,FAM102B
hsa-miR-29c,BFAR
hsa-miR-29c,IRF2BP2
hsa-miR-29c,NKIRAS2
hsa-miR-29c,FAM105B
hsa-miR-29c,RAB30
hsa-miR-29c,C14orf43
hsa-miR-29c,CEP68
hsa-miR-29c,VEGF
hsa-miR-29c,PURG
hsa-miR-29c,BCL11A
hsa-miR-29c,TIPRL
hsa-miR-29c,OIP5
hsa-miR-29c,TMTC3
hsa-miR-29c,CDV3
hsa-miR-29c,KLHL28
hsa-miR-29c,MORF4L1
hsa-miR-29c,WDR40A
hsa-miR-29c,MKL2
hsa-miR-29c,TXNDC16
hsa-miR-29c,C10orf22
hsa-miR-29c,AKT3
hsa-miR-29c,PPP1R14C
hsa-miR-29c,JARID1B
hsa-miR-29c,GNB4
hsa-miR-29c,ZNF45
hsa-miR-29c,CCNT2
hsa-miR-29c,DDX21
hsa-miR-29c,NUMB
hsa-miR-29c,C19orf22
hsa-miR-29c,SUV420H2
hsa-miR-29c,WSB2
hsa-miR-29c,SFRS2IP
hsa-miR-29c,CDC23
hsa-miR-29c,ZBTB10
hsa-miR-29c,SH3GLB1
hsa-miR-29c,DICER1
hsa-miR-29c,KIAA1549
hsa-miR-29c,IRGQ
hsa-miR-29c,FREM2
hsa-miR-29c,HMGCR
hsa-miR-29c,ANKRD13C
hsa-miR-29c,BACH2
hsa-miR-29c,PRKAB2
hsa-miR-29c,MCL1
hsa-miR-29c,PDHX
hsa-miR-29c,RNF19A
hsa-miR-29c,KIAA0895
hsa-miR-29c,AC007546.6-1
hsa-miR-29c,FAM123B
hsa-miR-29c,HDGF
hsa-miR-29c,JUN
hsa-miR-29c,KCTD15
hsa-miR-29c,AC018450.26-2
hsa-miR-29c,CDC42SE1
hsa-miR-29c,GAPDH
hsa-miR-29c,SRSF10
hsa-miR-29c,BCL2
hsa-miR-29c,Col6a2
hsa-miR-29c,Ctsk
hsa-miR-29c,Mmp15
hsa-miR-29c,MMP24
hsa-miR-29c,FGG
hsa-miR-29c,FGB
hsa-miR-29c,FGA
hsa-miR-29c,COL7A1
hsa-miR-29c,COL21A1
hsa-miR-29c,TFAP2C
hsa-miR-29c,WNT4
hsa-miR-29c,IGFBP1
hsa-miR-29c,PPP1R13B
hsa-miR-29c,MMP2
hsa-miR-29c,SIRT1
hsa-miR-29c,RCC2
hsa-miR-29c,CCND2
hsa-miR-29c,PTEN
hsa-miR-29c,AKT2
hsa-miR-29c,CTNND1
hsa-miR-29c,PER1
hsa-miR-29c,CD274
hsa-miR-29c,TIAM1
hsa-miR-29c,TET2
hsa-miR-29c,LAMC2
hsa-miR-29c,ITGA6
hsa-miR-29c,COL5A2
hsa-miR-29c,COL10A1
hsa-miR-29c,SERPINH1
hsa-miR-29c,LOX
hsa-miR-29c,PDGFRB
hsa-miR-301a,NKRF
hsa-miR-301a,MEOX2
hsa-miR-301a,SERPINE1
hsa-miR-301a,SMAD4
hsa-miR-301a,RUNX3
hsa-miR-301a,BCL2L11
hsa-miR-301a,PTEN
hsa-miR-302a,TAC1
hsa-miR-302a,CDK4
hsa-miR-302a,CDKN1A
hsa-miR-302a,DAZAP2
hsa-miR-302a,SLAIN1
hsa-miR-302a,TOB2
hsa-miR-302a,NR2F2
hsa-miR-302a,AKT1
hsa-miR-302a,CDK2
hsa-miR-302a,BMI1
hsa-miR-302a,CDK1
hsa-miR-302a,MBD2
hsa-miR-302a,NANOG
hsa-miR-302b,BMI1
hsa-miR-302b,TGFBR2
hsa-miR-302b,RHOC
hsa-miR-302b,AKT1
hsa-miR-302b,HDAC4
hsa-miR-302b,EGFR
hsa-miR-302b,ERBB4
hsa-miR-302b,AKT2
hsa-miR-30a-3p,CYR61
hsa-miR-30a-3p,SLC7A6
hsa-miR-30a-3p,CDK6
hsa-miR-30a-3p,THBS1
hsa-miR-30a-3p,VEZT
hsa-miR-30a-3p,TUBA1A
hsa-miR-30a-3p,WDR82
hsa-miR-30a-3p,TMEM2
hsa-miR-30a-3p,Fmr1
hsa-miR-30a-3p,MECP2
hsa-miR-30a-5p,RUNX2
hsa-miR-30a-5p,APEH
hsa-miR-30a-5p,RAD23B
hsa-miR-30a-5p,GATAD2B
hsa-miR-30a-5p,CSDA
hsa-miR-30a-5p,LIG3
hsa-miR-30a-5p,UBL3
hsa-miR-30a-5p,PPP2R5C
hsa-miR-30a-5p,PPP3CA
hsa-miR-30a-5p,GABARAPL2
hsa-miR-30a-5p,MPDU1
hsa-miR-30a-5p,CSNK1G3
hsa-miR-30a-5p,FDX1
hsa-miR-30a-5p,RDH14
hsa-miR-30a-5p,TRRAP
hsa-miR-30a-5p,SLC12A2
hsa-miR-30a-5p,PRKAA1
hsa-miR-30a-5p,GTF2H2
hsa-miR-30a-5p,STMN1
hsa-miR-30a-5p,OSBPL8
hsa-miR-30a-5p,UTP11L
hsa-miR-30a-5p,GNAI2
hsa-miR-30a-5p,CPSF4
hsa-miR-30a-5p,MKI67IP
hsa-miR-30a-5p,DNAJB4
hsa-miR-30a-5p,GTF2H1
hsa-miR-30a-5p,POLR2B
hsa-miR-30a-5p,RBMS3
hsa-miR-30a-5p,SLC9A3R2
hsa-miR-30a-5p,MGST2
hsa-miR-30a-5p,ATRX
hsa-miR-30a-5p,LSM12
hsa-miR-30a-5p,TRIO
hsa-miR-30a-5p,CD44
hsa-miR-30a-5p,LSM1
hsa-miR-30a-5p,KIDINS220
hsa-miR-30a-5p,FXR2
hsa-miR-30a-5p,GATC
hsa-miR-30a-5p,RAB27B
hsa-miR-30a-5p,AADACL1
hsa-miR-30a-5p,ELOVL5
hsa-miR-30a-5p,PPP2R4
hsa-miR-30a-5p,WDR74
hsa-miR-30a-5p,ME3
hsa-miR-30a-5p,CCPG1
hsa-miR-30a-5p,PNPO
hsa-miR-30a-5p,NFS1
hsa-miR-30a-5p,DNAJB1
hsa-miR-30a-5p,MAP1LC3B2
hsa-miR-30a-5p,RARS2
hsa-miR-30a-5p,SARS
hsa-miR-30a-5p,PPP1R12A
hsa-miR-30a-5p,TRIP12
hsa-miR-30a-5p,CSNK1G1
hsa-miR-30a-5p,TMED1
hsa-miR-30a-5p,NDE1
hsa-miR-30a-5p,DNAJA1
hsa-miR-30a-5p,GLRX
hsa-miR-30a-5p,CTSL1
hsa-miR-30a-5p,KIAA0564
hsa-miR-30a-5p,MTDH
hsa-miR-30a-5p,CEP72
hsa-miR-30a-5p,PKM2
hsa-miR-30a-5p,ACP2
hsa-miR-30a-5p,HIST1H1A
hsa-miR-30a-5p,ITGB4
hsa-miR-30a-5p,TNPO3
hsa-miR-30a-5p,EFTUD1
hsa-miR-30a-5p,TIMM8A
hsa-miR-30a-5p,C5orf15
hsa-miR-30a-5p,CDH2
hsa-miR-30a-5p,G3BP1
hsa-miR-30a-5p,ADPGK
hsa-miR-30a-5p,SPCS3
hsa-miR-30a-5p,YWHAZ
hsa-miR-30a-5p,KPNA1
hsa-miR-30a-5p,PTMS
hsa-miR-30a-5p,REXO4
hsa-miR-30a-5p,TICAM2
hsa-miR-30a-5p,COPS7B
hsa-miR-30a-5p,IFRD1
hsa-miR-30a-5p,SCD
hsa-miR-30a-5p,SCAF1
hsa-miR-30a-5p,RBMS1
hsa-miR-30a-5p,TM9SF1
hsa-miR-30a-5p,NIP7
hsa-miR-30a-5p,DAG1
hsa-miR-30a-5p,OGFOD1
hsa-miR-30a-5p,DNAJA4
hsa-miR-30a-5p,TMED3
hsa-miR-30a-5p,ATXN10
hsa-miR-30a-5p,LIMCH1
hsa-miR-30a-5p,GLIPR1
hsa-miR-30a-5p,MAPK1
hsa-miR-30a-5p,TIMM10
hsa-miR-30a-5p,ATP8A2
hsa-miR-30a-5p,LCLAT1
hsa-miR-30a-5p,SEC11L3
hsa-miR-30a-5p,CSNK1G2
hsa-miR-30a-5p,PAIP1
hsa-miR-30a-5p,NAP1L1
hsa-miR-30a-5p,SEC24B
hsa-miR-30a-5p,PTGFRN
hsa-miR-30a-5p,SLC33A1
hsa-miR-30a-5p,USP5
hsa-miR-30a-5p,SLC12A4
hsa-miR-30a-5p,PPID
hsa-miR-30a-5p,GPRC5A
hsa-miR-30a-5p,RETSAT
hsa-miR-30a-5p,NT5E
hsa-miR-30a-5p,DDX10
hsa-miR-30a-5p,HECTD1
hsa-miR-30a-5p,BAZ1B
hsa-miR-30a-5p,WDR82
hsa-miR-30a-5p,RHOB
hsa-miR-30a-5p,SLC4A10
hsa-miR-30a-5p,PTRH1
hsa-miR-30a-5p,STX7
hsa-miR-30a-5p,MTX3
hsa-miR-30a-5p,FAHD1
hsa-miR-30a-5p,SCYL1
hsa-miR-30a-5p,NDEL1
hsa-miR-30a-5p,PBRM1
hsa-miR-30a-5p,C1D
hsa-miR-30a-5p,AP2A1
hsa-miR-30a-5p,STX16
hsa-miR-30a-5p,CIRBP
hsa-miR-30a-5p,POLR2C
hsa-miR-30a-5p,PDLIM7
hsa-miR-30a-5p,PTP4A1
hsa-miR-30a-5p,PRPF4B
hsa-miR-30a-5p,LMNB2
hsa-miR-30a-5p,VIM
hsa-miR-30a-5p,NUCB1
hsa-miR-30a-5p,TUBB3
hsa-miR-30a-5p,SAMD9
hsa-miR-30a-5p,BCL2L1
hsa-miR-30a-5p,THBS1
hsa-miR-30a-5p,MAK16
hsa-miR-30a-5p,VAMP3
hsa-miR-30a-5p,5-Mar
hsa-miR-30a-5p,STRN
hsa-miR-30a-5p,SLC38A5
hsa-miR-30a-5p,WDR75
hsa-miR-30a-5p,BX322591.1-2
hsa-miR-30a-5p,XPO1
hsa-miR-30a-5p,SH3GL1
hsa-miR-30a-5p,EIF1
hsa-miR-30a-5p,LARP4
hsa-miR-30a-5p,RBM5
hsa-miR-30a-5p,PDCD10
hsa-miR-30a-5p,SYPL1
hsa-miR-30a-5p,AP3S1
hsa-miR-30a-5p,PPP1R10
hsa-miR-30a-5p,CAPN2
hsa-miR-30a-5p,UAP1
hsa-miR-30a-5p,FNDC3B
hsa-miR-30a-5p,ATL2
hsa-miR-30a-5p,C16orf62
hsa-miR-30a-5p,TMED2
hsa-miR-30a-5p,LARP5
hsa-miR-30a-5p,DPY19L1
hsa-miR-30a-5p,SLC38A1
hsa-miR-30a-5p,SAMHD1
hsa-miR-30a-5p,RBM34
hsa-miR-30a-5p,NCKAP1
hsa-miR-30a-5p,MOSPD2
hsa-miR-30a-5p,ITGA6
hsa-miR-30a-5p,HK1
hsa-miR-30a-5p,TBCB
hsa-miR-30a-5p,GPD2
hsa-miR-30a-5p,DHX36
hsa-miR-30a-5p,DOCK7
hsa-miR-30a-5p,AC010896.3
hsa-miR-30a-5p,PRKCDBP
hsa-miR-30a-5p,ANXA1
hsa-miR-30a-5p,PRIM1
hsa-miR-30a-5p,MPP2
hsa-miR-30a-5p,FAF2
hsa-miR-30a-5p,NT5C3
hsa-miR-30a-5p,ATOX1
hsa-miR-30a-5p,PTPRK
hsa-miR-30a-5p,CDC20
hsa-miR-30a-5p,RPP14
hsa-miR-30a-5p,TMED5
hsa-miR-30a-5p,IGF1R
hsa-miR-30a-5p,IDH1
hsa-miR-30a-5p,PPA1
hsa-miR-30a-5p,EGFR
hsa-miR-30a-5p,UFM1
hsa-miR-30a-5p,P4HA2
hsa-miR-30a-5p,STUB1
hsa-miR-30a-5p,TBC1D4
hsa-miR-30a-5p,SMN1
hsa-miR-30a-5p,PICALM
hsa-miR-30a-5p,PAFAH1B2
hsa-miR-30a-5p,LRRFIP1
hsa-miR-30a-5p,SERPINE2
hsa-miR-30a-5p,UTP15
hsa-miR-30a-5p,GMFB
hsa-miR-30a-5p,PHB2
hsa-miR-30a-5p,RPP40
hsa-miR-30a-5p,PPOX
hsa-miR-30a-5p,SLC4A7
hsa-miR-30a-5p,DHX8
hsa-miR-30a-5p,ABCB10
hsa-miR-30a-5p,TMCO1
hsa-miR-30a-5p,MAP2K3
hsa-miR-30a-5p,RNF160
hsa-miR-30a-5p,UTP6
hsa-miR-30a-5p,SDCBP
hsa-miR-30a-5p,PLA2G4A
hsa-miR-30a-5p,TPBG
hsa-miR-30a-5p,NOP14
hsa-miR-30a-5p,RAB21
hsa-miR-30a-5p,SEC62
hsa-miR-30a-5p,FRG1
hsa-miR-30a-5p,JUN
hsa-miR-30a-5p,PAICS
hsa-miR-30a-5p,ARG1
hsa-miR-30a-5p,RRP15
hsa-miR-30a-5p,KRT6B
hsa-miR-30a-5p,UGDH
hsa-miR-30a-5p,BMS1
hsa-miR-30a-5p,RHOF
hsa-miR-30a-5p,NXT1
hsa-miR-30a-5p,GALNT1
hsa-miR-30a-5p,NDUFAF1
hsa-miR-30a-5p,HEATR2
hsa-miR-30a-5p,SEC23A
hsa-miR-30a-5p,CPSF3L
hsa-miR-30a-5p,DYNC1LI1
hsa-miR-30a-5p,AP2S1
hsa-miR-30a-5p,EIF2B1
hsa-miR-30a-5p,DARS2
hsa-miR-30a-5p,SOD2
hsa-miR-30a-5p,NFU1
hsa-miR-30a-5p,GNG2
hsa-miR-30a-5p,CPOX
hsa-miR-30a-5p,HINT3
hsa-miR-30a-5p,SNX3
hsa-miR-30a-5p,MET
hsa-miR-30a-5p,RPRD1A
hsa-miR-30a-5p,PES1
hsa-miR-30a-5p,PRPF40A
hsa-miR-30a-5p,IFRD2
hsa-miR-30a-5p,DERL1
hsa-miR-30a-5p,WNT5A
hsa-miR-30a-5p,RAB34
hsa-miR-30a-5p,CORO1C
hsa-miR-30a-5p,CTNND1
hsa-miR-30a-5p,KIAA1609
hsa-miR-30a-5p,PSME4
hsa-miR-30a-5p,MRE11A
hsa-miR-30a-5p,CPSF1
hsa-miR-30a-5p,RPRD1B
hsa-miR-30a-5p,ELMOD2
hsa-miR-30a-5p,ESRRA
hsa-miR-30a-5p,CPNE8
hsa-miR-30a-5p,KPNA4
hsa-miR-30a-5p,MAN1A2
hsa-miR-30a-5p,PGM1
hsa-miR-30a-5p,CAST
hsa-miR-30a-5p,RBM9
hsa-miR-30a-5p,M6PRBP1
hsa-miR-30a-5p,NPR3
hsa-miR-30a-5p,PHLDA2
hsa-miR-30a-5p,DNAJC3
hsa-miR-30a-5p,FAM96A
hsa-miR-30a-5p,CDC123
hsa-miR-30a-5p,INTS6
hsa-miR-30a-5p,CTNNB1
hsa-miR-30a-5p,LSS
hsa-miR-30a-5p,ATP6V1B2
hsa-miR-30a-5p,GTF2H2C
hsa-miR-30a-5p,PPP2R2A
hsa-miR-30a-5p,MCTS1
hsa-miR-30a-5p,PPIL3
hsa-miR-30a-5p,TNFRSF10B
hsa-miR-30a-5p,RFT1
hsa-miR-30a-5p,LRRC8C
hsa-miR-30a-5p,A2BP1
hsa-miR-30a-5p,TELO2
hsa-miR-30a-5p,PRMT1
hsa-miR-30a-5p,FXR1
hsa-miR-30a-5p,SON
hsa-miR-30a-5p,PAK1IP1
hsa-miR-30a-5p,ASCC3
hsa-miR-30a-5p,TAPBP
hsa-miR-30a-5p,GRPEL2
hsa-miR-30a-5p,TNFAIP2
hsa-miR-30a-5p,TMEM59
hsa-miR-30a-5p,PPP1CC
hsa-miR-30a-5p,KIF5B
hsa-miR-30a-5p,NOL8
hsa-miR-30a-5p,AC013283.23-2
hsa-miR-30a-5p,RRM2
hsa-miR-30a-5p,KIF11
hsa-miR-30a-5p,GTF3C4
hsa-miR-30a-5p,DHX33
hsa-miR-30a-5p,GNG5
hsa-miR-30a-5p,ARF6
hsa-miR-30a-5p,TMEM87A
hsa-miR-30a-5p,CBFB
hsa-miR-30a-5p,PPP3R1
hsa-miR-30a-5p,RAB14
hsa-miR-30a-5p,EIF2B4
hsa-miR-30a-5p,PYCR2
hsa-miR-30a-5p,RQCD1
hsa-miR-30a-5p,KDELC2
hsa-miR-30a-5p,SMARCA1
hsa-miR-30a-5p,SF3B3
hsa-miR-30a-5p,SLC38A2
hsa-miR-30a-5p,BAX
hsa-miR-30a-5p,FSCN1
hsa-miR-30a-5p,TXNL3
hsa-miR-30a-5p,LDLR
hsa-miR-30a-5p,JUP
hsa-miR-30a-5p,KCNN4
hsa-miR-30a-5p,TIMM9
hsa-miR-30a-5p,FBN1
hsa-miR-30a-5p,TIMM17A
hsa-miR-30a-5p,HNRNPA1L2
hsa-miR-30a-5p,ZFPL1
hsa-miR-30a-5p,HNRNPM
hsa-miR-30a-5p,TMEM192
hsa-miR-30a-5p,TMED10
hsa-miR-30a-5p,TWF2
hsa-miR-30a-5p,ITGA2
hsa-miR-30a-5p,DNAJC2
hsa-miR-30a-5p,TGM2
hsa-miR-30a-5p,GGCT
hsa-miR-30a-5p,ZNF638
hsa-miR-30a-5p,MAP1LC3B
hsa-miR-30a-5p,TMEM41B
hsa-miR-30a-5p,ANPEP
hsa-miR-30a-5p,ATP2A2
hsa-miR-30a-5p,SEC24A
hsa-miR-30a-5p,WDR12
hsa-miR-30a-5p,MBNL1
hsa-miR-30a-5p,ITPRIP
hsa-miR-30a-5p,PABPCP5
hsa-miR-30a-5p,PEX11B
hsa-miR-30a-5p,ATP6V1E2
hsa-miR-30a-5p,UHRF2
hsa-miR-30a-5p,CNPY4
